SNP,Chromosome,Position,WEIR_AND_COCKERHAM_FST
9_26515001,9,26515001,-0.0611759
9_26525001,9,26525001,-0.050821
9_26535001,9,26535001,0.367701
9_26540001,9,26540001,0.367701
9_26545001,9,26545001,-0.050821
9_26565001,9,26565001,0.181058
9_26570001,9,26570001,-0.050821
9_26575001,9,26575001,-0.050821
9_26580001,9,26580001,0.0980558
9_26585001,9,26585001,0.0836709
9_26590001,9,26590001,0.0408635
9_26595001,9,26595001,0.0573081
9_26600001,9,26600001,0.0635788
9_26605001,9,26605001,0.0635788
9_26610001,9,26610001,0.0635788
9_26615001,9,26615001,0.0635788
9_26620001,9,26620001,0.0635788
9_26625001,9,26625001,0.0635788
9_26630001,9,26630001,0.0635788
9_26635001,9,26635001,0.0658655
9_26660001,9,26660001,0.0635788
9_26670001,9,26670001,0.0536415
9_26680001,9,26680001,0.0437042
9_26690001,9,26690001,0.0635788
9_26695001,9,26695001,0.0635788
9_26700001,9,26700001,0.358946
9_26710001,9,26710001,0.358946
9_26715001,9,26715001,0.0635788
9_26720001,9,26720001,0.0635788
9_26725001,9,26725001,0.0635788
9_26730001,9,26730001,0.0783119
9_26735001,9,26735001,0.0783119
9_26740001,9,26740001,0.0783119
9_26745001,9,26745001,0.0783119
9_26750001,9,26750001,0.0783119
9_26755001,9,26755001,0.030878
9_26760001,9,26760001,-0.0102
9_26765001,9,26765001,0.0041543
9_26770001,9,26770001,0.225807
9_26785001,9,26785001,0.0635788
9_26790001,9,26790001,0.210014
9_26795001,9,26795001,0.00637894
9_26805001,9,26805001,-0.00227808
9_26810001,9,26810001,0.216063
9_26815001,9,26815001,0.0771344
9_26820001,9,26820001,0.0635788
9_26825001,9,26825001,-0.050821
9_26830001,9,26830001,-0.050821
9_26835001,9,26835001,0.0251724
9_26840001,9,26840001,0.038296
9_26845001,9,26845001,0.030271
9_26850001,9,26850001,0.0646055
9_26855001,9,26855001,-0.050821
9_26860001,9,26860001,0.0651188
9_26865001,9,26865001,0.181058
9_26870001,9,26870001,0.181058
9_26875001,9,26875001,0.181058
9_26885001,9,26885001,0.181058
9_26890001,9,26890001,0.181058
9_26895001,9,26895001,0.181058
9_26900001,9,26900001,0.181058
9_26910001,9,26910001,-0.00456714
9_26915001,9,26915001,-0.00456714
9_26920001,9,26920001,-0.00456714
9_26925001,9,26925001,0.119183
9_26930001,9,26930001,0.0996738
9_26935001,9,26935001,-0.000497635
9_26940001,9,26940001,-0.022221
9_26945001,9,26945001,-0.050821
9_26950001,9,26950001,0.0635788
9_26955001,9,26955001,0.0124693
9_26960001,9,26960001,-0.027694
9_26965001,9,26965001,0.0295058
9_26970001,9,26970001,-0.00456714
9_26975001,9,26975001,-0.00456714
9_26980001,9,26980001,-0.00456714
9_26990001,9,26990001,0.0418901
9_26995001,9,26995001,0.0418393
9_27000001,9,27000001,0.40622
9_27005001,9,27005001,0.449151
9_27010001,9,27010001,0.449151
9_27015001,9,27015001,0.449151
9_27025001,9,27025001,0.0447726
9_27030001,9,27030001,-0.050821
9_27050001,9,27050001,0.375818
9_27055001,9,27055001,0.556944
9_27060001,9,27060001,0.0213807
9_27065001,9,27065001,0.0608728
9_27070001,9,27070001,0.0559041
9_27075001,9,27075001,0.0996738
9_27080001,9,27080001,0.181058
9_27085001,9,27085001,0.0996738
9_27090001,9,27090001,-0.00456714
9_27095001,9,27095001,-0.0368941
9_27100001,9,27100001,-0.0325359
9_27105001,9,27105001,0.181058
9_27125001,9,27125001,0.426503
9_27130001,9,27130001,0.512419
9_27135001,9,27135001,0.0168509
9_27140001,9,27140001,0.181058
9_27145001,9,27145001,0.0720822
9_27155001,9,27155001,0.181058
9_27160001,9,27160001,0.0720822
9_27165001,9,27165001,-0.0368941
9_27170001,9,27170001,-0.0565748
9_27175001,9,27175001,0.118016
9_27180001,9,27180001,-0.0325359
9_27185001,9,27185001,0.0289724
9_27190001,9,27190001,-0.00722503
9_27195001,9,27195001,-0.0193126
9_27205001,9,27205001,-0.0325359
9_27215001,9,27215001,0.367701
9_27220001,9,27220001,0.184199
9_27225001,9,27225001,0.367701
9_27230001,9,27230001,0.31922
9_27235001,9,27235001,0.1558
9_27240001,9,27240001,0.0437042
9_27245001,9,27245001,-0.0181115
9_27250001,9,27250001,0.286702
9_27255001,9,27255001,0.11573
9_27260001,9,27260001,0.0895531
9_27265001,9,27265001,-0.0271897
9_27270001,9,27270001,-0.0130109
9_27275001,9,27275001,0.169571
9_27280001,9,27280001,0.14672
9_27285001,9,27285001,0.132068
9_27290001,9,27290001,0.14672
9_27295001,9,27295001,0.140293
9_27300001,9,27300001,0.146596
9_27305001,9,27305001,0.104153
9_27310001,9,27310001,0.108805
9_27315001,9,27315001,0.117421
9_27320001,9,27320001,0.122658
9_27325001,9,27325001,0.0640894
9_27330001,9,27330001,0.0452914
9_27335001,9,27335001,0.0931383
9_27340001,9,27340001,0.0539071
9_27345001,9,27345001,0.0423388
9_27350001,9,27350001,-0.00389465
9_27355001,9,27355001,0.0437085
9_27360001,9,27360001,0.00880168
9_27365001,9,27365001,0.0779812
9_27370001,9,27370001,-0.034715
9_27375001,9,27375001,-0.0368941
9_27380001,9,27380001,0.0539188
9_27385001,9,27385001,-0.0374152
9_27390001,9,27390001,-0.0374152
9_27400001,9,27400001,0.0651188
9_27405001,9,27405001,-0.050821
9_27425001,9,27425001,0.255684
9_27430001,9,27430001,0.266318
9_27435001,9,27435001,0.0716843
9_27440001,9,27440001,0.208383
9_27445001,9,27445001,0.368537
9_27450001,9,27450001,0.235707
9_27465001,9,27465001,-0.0325359
9_27470001,9,27470001,-0.0073299
9_27475001,9,27475001,-0.050821
9_27480001,9,27480001,-0.050821
9_27485001,9,27485001,-0.050821
9_27490001,9,27490001,-0.050821
9_27495001,9,27495001,-0.050821
9_27500001,9,27500001,0.0451633
9_27505001,9,27505001,-0.027889
9_27510001,9,27510001,-0.0361929
9_27515001,9,27515001,-0.0462497
9_27520001,9,27520001,-0.0325359
9_27535001,9,27535001,-0.050821
9_27540001,9,27540001,-0.0323847
9_27545001,9,27545001,0.161909
9_27550001,9,27550001,0.108511
9_27555001,9,27555001,-0.0325359
9_27560001,9,27560001,-0.0371071
9_27565001,9,27565001,-0.050821
9_27570001,9,27570001,-0.050821
9_27575001,9,27575001,-0.0323847
9_27580001,9,27580001,0.00695062
9_27630001,9,27630001,0.449359
9_27635001,9,27635001,0.449359
9_27640001,9,27640001,0.449359
9_27645001,9,27645001,0.449359
9_27650001,9,27650001,0.398049
9_27655001,9,27655001,0.465124
9_27660001,9,27660001,0.359926
9_27670001,9,27670001,0.0374748
9_27675001,9,27675001,0.0374748
9_27680001,9,27680001,0.0661915
9_27685001,9,27685001,0.0203337
9_27690001,9,27690001,0.00246946
9_27695001,9,27695001,0.0154008
9_27700001,9,27700001,0.0806537
9_27705001,9,27705001,0.108636
9_27710001,9,27710001,0.00395701
9_27715001,9,27715001,0.00494871
9_27720001,9,27720001,0.00494871
9_27725001,9,27725001,0.110615
9_27730001,9,27730001,0.145837
9_27735001,9,27735001,0.00494871
9_27740001,9,27740001,0.00494871
9_27745001,9,27745001,0.00494871
9_27750001,9,27750001,0.00494871
9_27755001,9,27755001,0.104365
9_27760001,9,27760001,0.104365
9_27775001,9,27775001,-0.0281573
9_27780001,9,27780001,-0.0139485
9_27850001,9,27850001,-0.050821
9_27855001,9,27855001,-0.050821
9_27890001,9,27890001,0.487618
9_27910001,9,27910001,-0.0368941
9_27915001,9,27915001,0.181058
9_27920001,9,27920001,0.181058
9_27925001,9,27925001,0.181058
9_27930001,9,27930001,0.181058
9_27950001,9,27950001,0.00494871
9_27955001,9,27955001,0.0145561
9_27980001,9,27980001,0.181058
9_27985001,9,27985001,0.181058
9_27990001,9,27990001,0.181058
9_27995001,9,27995001,-0.050821
9_28000001,9,28000001,0.569224
9_28005001,9,28005001,0.310447
9_28010001,9,28010001,-0.0325359
9_28015001,9,28015001,-0.0325359
9_28040001,9,28040001,-0.0227769
9_28045001,9,28045001,0.0324661
9_28050001,9,28050001,0.0535703
9_28055001,9,28055001,-0.023159
9_28065001,9,28065001,0.569224
9_28070001,9,28070001,-0.0325359
9_28105001,9,28105001,-0.0325359
9_28120001,9,28120001,-0.050821
9_28125001,9,28125001,-0.050821
9_28130001,9,28130001,-0.050821
9_28135001,9,28135001,-0.050821
9_28140001,9,28140001,-0.050821
9_28145001,9,28145001,-0.0471639
9_28150001,9,28150001,-0.0471639
9_28155001,9,28155001,-0.050821
9_28255001,9,28255001,-0.0139485
9_28285001,9,28285001,-0.0325359
9_28300001,9,28300001,0.263899
9_28305001,9,28305001,0.149805
9_28310001,9,28310001,0.0653316
9_28325001,9,28325001,-0.0368941
9_28335001,9,28335001,-0.050821
9_28340001,9,28340001,-0.050821
9_28345001,9,28345001,-0.0325359
9_28405001,9,28405001,0.265887
9_28410001,9,28410001,0.277294
9_28415001,9,28415001,0.178907
9_28425001,9,28425001,0.0357568
9_28430001,9,28430001,0.260592
9_28435001,9,28435001,-0.0481534
9_28440001,9,28440001,0.123662
9_28445001,9,28445001,-0.0263401
9_28460001,9,28460001,-0.0325359
9_28465001,9,28465001,0.10986
9_28475001,9,28475001,0.20639
9_28480001,9,28480001,0.156529
9_28485001,9,28485001,-0.050821
9_28490001,9,28490001,-0.0462497
9_28495001,9,28495001,0.217917
9_28500001,9,28500001,-0.0492012
9_28505001,9,28505001,0.227263
9_28510001,9,28510001,0.17884
9_28515001,9,28515001,0.311436
9_28520001,9,28520001,0.148744
9_28525001,9,28525001,0.181282
9_28530001,9,28530001,0.311436
9_28575001,9,28575001,0.512419
9_28620001,9,28620001,0.361681
9_28625001,9,28625001,0.319925
9_28640001,9,28640001,0.177206
9_28645001,9,28645001,0.081992
9_28650001,9,28650001,0.147959
9_28655001,9,28655001,0.232782
9_28660001,9,28660001,0.0459774
9_28665001,9,28665001,-0.0000252284
9_28670001,9,28670001,0.281057
9_28675001,9,28675001,0.00915493
9_28680001,9,28680001,0.0852167
9_28685001,9,28685001,0.181058
9_28690001,9,28690001,0.181058
9_28695001,9,28695001,0.181058
9_28700001,9,28700001,0.181058
9_28705001,9,28705001,0.0635788
9_28710001,9,28710001,-0.0263994
9_28715001,9,28715001,0.00296791
9_28720001,9,28720001,0.00968794
9_28725001,9,28725001,-0.00338986
9_28730001,9,28730001,0.0155971
9_28735001,9,28735001,0.0604297
9_28740001,9,28740001,-0.0189896
9_28745001,9,28745001,0.0423585
9_28750001,9,28750001,-0.00146447
9_28755001,9,28755001,0.0766818
9_28760001,9,28760001,0.199447
9_28765001,9,28765001,0.199447
9_28770001,9,28770001,-0.0323847
9_28775001,9,28775001,-0.0139485
9_28780001,9,28780001,-0.021323
9_28785001,9,28785001,0.0391784
9_28790001,9,28790001,0.241506
9_28795001,9,28795001,0.0583069
9_28800001,9,28800001,0.0090914
9_28805001,9,28805001,0.105687
9_28810001,9,28810001,-0.0163999
9_28820001,9,28820001,0.213001
9_28825001,9,28825001,0.171362
9_28830001,9,28830001,0.178587
9_28835001,9,28835001,0.0437042
9_28840001,9,28840001,0.0371906
9_28845001,9,28845001,0.0241636
9_28850001,9,28850001,0.0241636
9_28855001,9,28855001,0.0241636
9_28860001,9,28860001,0.0241636
9_28865001,9,28865001,0.0241636
9_28870001,9,28870001,0.0241636
9_28875001,9,28875001,0.0241636
9_28880001,9,28880001,-0.0139485
9_28885001,9,28885001,-0.0325359
9_28895001,9,28895001,0.0635788
9_28900001,9,28900001,0.0406989
9_28905001,9,28905001,0.0635788
9_28915001,9,28915001,-0.0139485
9_28920001,9,28920001,0.367701
9_28925001,9,28925001,0.10766
9_28930001,9,28930001,-0.050821
9_28935001,9,28935001,-0.0416784
9_28940001,9,28940001,0.0635788
9_28945001,9,28945001,-0.050821
9_28960001,9,28960001,0.00510754
9_28965001,9,28965001,-0.00124448
9_29010001,9,29010001,0.144269
9_29015001,9,29015001,0.144269
9_29020001,9,29020001,0.144269
9_29025001,9,29025001,0.181058
9_29030001,9,29030001,0.181058
9_29050001,9,29050001,0.0635788
9_29090001,9,29090001,0.0498855
9_29100001,9,29100001,-0.0325359
9_29105001,9,29105001,-0.0325359
9_29175001,9,29175001,-0.0325359
9_29180001,9,29180001,-0.0325359
9_29185001,9,29185001,-0.0325359
9_29200001,9,29200001,0.250075
9_29210001,9,29210001,0.181058
9_29215001,9,29215001,0.181058
9_29220001,9,29220001,0.237869
9_29225001,9,29225001,0.257865
9_29230001,9,29230001,0.397667
9_29240001,9,29240001,0.510347
9_29245001,9,29245001,0.170791
9_29250001,9,29250001,0.238567
9_29255001,9,29255001,0.289413
9_29260001,9,29260001,0.464446
9_29265001,9,29265001,0.313066
9_29280001,9,29280001,0.487618
9_29285001,9,29285001,0.487618
9_29290001,9,29290001,0.301474
9_29295001,9,29295001,0.487618
9_29300001,9,29300001,0.487618
9_29305001,9,29305001,0.487618
9_29310001,9,29310001,0.487618
9_29315001,9,29315001,0.487618
9_29320001,9,29320001,0.487618
9_29325001,9,29325001,0.487618
9_29330001,9,29330001,0.487618
9_29335001,9,29335001,0.181058
9_29340001,9,29340001,0.181058
9_29345001,9,29345001,0.0274922
9_29350001,9,29350001,-0.0139485
9_29370001,9,29370001,0.192144
9_29375001,9,29375001,0.0168509
9_29380001,9,29380001,-0.0325359
9_29405001,9,29405001,0.06009
9_29410001,9,29410001,0.0528942
9_29415001,9,29415001,0.06009
9_29420001,9,29420001,0.0374748
9_29425001,9,29425001,0.43811
9_29430001,9,29430001,0.43811
9_29435001,9,29435001,0.43811
9_29440001,9,29440001,0.43811
9_29445001,9,29445001,0.43811
9_29450001,9,29450001,0.43811
9_29455001,9,29455001,0.0133697
9_29460001,9,29460001,0.0313066
9_29470001,9,29470001,0.061257
9_29475001,9,29475001,0.0313066
9_29480001,9,29480001,0.0313066
9_29485001,9,29485001,0.0635788
9_29490001,9,29490001,0.0555108
9_29495001,9,29495001,0.0713752
9_29520001,9,29520001,-0.050821
9_29525001,9,29525001,-0.050821
9_29550001,9,29550001,0.0635788
9_29555001,9,29555001,0.0635788
9_29560001,9,29560001,0.0635788
9_29565001,9,29565001,0.0635788
9_29570001,9,29570001,0.0713752
9_29575001,9,29575001,0.0713752
9_29580001,9,29580001,-0.000491234
9_29585001,9,29585001,-0.050821
9_29590001,9,29590001,0.0354758
9_29595001,9,29595001,-0.0462497
9_29600001,9,29600001,-0.050821
9_29605001,9,29605001,0.00391107
9_29610001,9,29610001,0.181058
9_29645001,9,29645001,0.43811
9_29680001,9,29680001,-0.0325359
9_29690001,9,29690001,-0.0136361
9_29695001,9,29695001,-0.00124448
9_29700001,9,29700001,0.00520127
9_29705001,9,29705001,0.0241636
9_29710001,9,29710001,-0.0139485
9_29715001,9,29715001,-0.0139485
9_29720001,9,29720001,0.0556734
9_29750001,9,29750001,0.367701
9_29765001,9,29765001,-0.050821
9_29770001,9,29770001,-0.050821
9_29775001,9,29775001,-0.0139485
9_29790001,9,29790001,-0.050821
9_29795001,9,29795001,-0.050821
9_29840001,9,29840001,-0.0139485
9_29845001,9,29845001,0.181058
9_29850001,9,29850001,-0.0480496
9_29855001,9,29855001,-0.0139485
9_29860001,9,29860001,0.181058
9_29865001,9,29865001,0.181058
9_29870001,9,29870001,0.181058
9_29875001,9,29875001,0.181058
9_29880001,9,29880001,0.181058
9_29885001,9,29885001,0.181058
9_29890001,9,29890001,0.181058
9_29900001,9,29900001,0.282823
9_29905001,9,29905001,0.371694
9_29910001,9,29910001,0.00510754
9_29915001,9,29915001,-0.0139485
9_29925001,9,29925001,-0.0565748
9_29940001,9,29940001,-0.050821
9_29960001,9,29960001,0.0417893
9_29965001,9,29965001,0.000686316
9_29970001,9,29970001,-0.0399082
9_29975001,9,29975001,0.0727459
9_29980001,9,29980001,0.0693203
9_29985001,9,29985001,0.0172773
9_29990001,9,29990001,0.0657135
9_29995001,9,29995001,0.0635788
9_30000001,9,30000001,0.0377364
9_30005001,9,30005001,0.0635788
9_30010001,9,30010001,0.0635788
9_30015001,9,30015001,0.0190574
9_30020001,9,30020001,-0.0447053
9_30025001,9,30025001,0.044871
9_30030001,9,30030001,0.0393346
9_30035001,9,30035001,-0.0414589
9_30040001,9,30040001,0.167869
9_30090001,9,30090001,-0.0785829
9_30100001,9,30100001,-0.0139485
9_30105001,9,30105001,-0.0591376
9_30110001,9,30110001,0.0148778
9_30115001,9,30115001,-0.0139485
9_30125001,9,30125001,0.316009
9_30130001,9,30130001,0.199492
9_30145001,9,30145001,-0.0255359
9_30150001,9,30150001,-0.0447259
9_30155001,9,30155001,0.71231
9_30160001,9,30160001,0.349035
9_30165001,9,30165001,0.647885
9_30170001,9,30170001,0.455278
9_30175001,9,30175001,0.164804
9_30180001,9,30180001,0.324815
9_30225001,9,30225001,0.313063
9_30230001,9,30230001,-0.050821
9_30235001,9,30235001,-0.050821
9_30245001,9,30245001,0.103264
9_30250001,9,30250001,-0.050821
9_30270001,9,30270001,-0.0508594
9_30275001,9,30275001,-0.057842
9_30305001,9,30305001,0.313838
9_30310001,9,30310001,0.711334
9_30320001,9,30320001,0.274354
9_30325001,9,30325001,0.274354
9_30330001,9,30330001,0.274354
9_30335001,9,30335001,0.274354
9_30340001,9,30340001,0.23396
9_30365001,9,30365001,0.274354
9_30370001,9,30370001,0.274354
9_30380001,9,30380001,0.198034
9_30385001,9,30385001,-0.0139485
9_30395001,9,30395001,0.00494871
9_30400001,9,30400001,0.00494871
9_30405001,9,30405001,0.0166747
9_30410001,9,30410001,0.0754672
9_30415001,9,30415001,-0.0126877
9_30440001,9,30440001,0.00494871
9_30445001,9,30445001,0.00494871
9_30450001,9,30450001,0.00494871
9_30455001,9,30455001,0.00494871
9_30460001,9,30460001,0.367998
9_30465001,9,30465001,-0.00667339
9_30470001,9,30470001,0.0612845
9_30475001,9,30475001,-0.050821
9_30480001,9,30480001,0.181058
9_30485001,9,30485001,0.181058
9_30490001,9,30490001,0.181058
9_30495001,9,30495001,0.138174
9_30500001,9,30500001,0.107901
9_30505001,9,30505001,0.103697
9_30510001,9,30510001,0.0169674
9_30515001,9,30515001,0.0293433
9_30520001,9,30520001,0.0914387
9_30525001,9,30525001,-0.050821
9_30530001,9,30530001,0.280668
9_30535001,9,30535001,-0.050821
9_30540001,9,30540001,-0.0139485
9_30545001,9,30545001,0.0118939
9_30550001,9,30550001,0.170098
9_30555001,9,30555001,0.00494871
9_30560001,9,30560001,0.12639
9_30565001,9,30565001,0.00494871
9_30585001,9,30585001,-0.050821
9_30590001,9,30590001,-0.050821
9_30595001,9,30595001,0.114924
9_30600001,9,30600001,-0.0325359
9_30605001,9,30605001,-0.00418615
9_30615001,9,30615001,0.0616962
9_30660001,9,30660001,0.164261
9_30665001,9,30665001,0.234105
9_30670001,9,30670001,0.248805
9_30675001,9,30675001,0.181058
9_30680001,9,30680001,0.166363
9_30685001,9,30685001,0.181058
9_30690001,9,30690001,0.0028335
9_30695001,9,30695001,-0.0565748
9_30700001,9,30700001,0.181058
9_30705001,9,30705001,0.181058
9_30710001,9,30710001,0.181058
9_30715001,9,30715001,0.123089
9_30720001,9,30720001,0.0635788
9_30725001,9,30725001,0.167884
9_30730001,9,30730001,0.23303
9_30740001,9,30740001,-0.0503972
9_30745001,9,30745001,0.174686
9_30750001,9,30750001,-0.050821
9_30760001,9,30760001,-0.050821
9_30770001,9,30770001,-0.050821
9_30785001,9,30785001,-0.050821
9_30790001,9,30790001,0.0349789
9_30795001,9,30795001,0.181058
9_30800001,9,30800001,0.177894
9_30805001,9,30805001,0.309136
9_30810001,9,30810001,0.266364
9_30815001,9,30815001,0.0542405
9_30820001,9,30820001,0.0635788
9_30830001,9,30830001,-0.050821
9_30835001,9,30835001,-0.050821
9_30850001,9,30850001,-0.050821
9_30855001,9,30855001,0.0749187
9_30860001,9,30860001,0.140255
9_30865001,9,30865001,0.181058
9_30870001,9,30870001,0.181058
9_30875001,9,30875001,-0.050821
9_30885001,9,30885001,-0.050821
9_30890001,9,30890001,-0.00395642
9_30895001,9,30895001,0.00494871
9_30900001,9,30900001,-0.0229361
9_30905001,9,30905001,-0.050821
9_30910001,9,30910001,-0.050821
9_30920001,9,30920001,-0.050821
9_30925001,9,30925001,-0.0199851
9_30935001,9,30935001,-0.050821
9_30940001,9,30940001,-0.0410864
9_30945001,9,30945001,-0.00218818
9_30950001,9,30950001,-0.050821
9_30960001,9,30960001,-0.0416784
9_30965001,9,30965001,0.00843973
9_30970001,9,30970001,0.0850042
9_30975001,9,30975001,0.220829
9_30980001,9,30980001,0.22604
9_30985001,9,30985001,0.220829
9_30990001,9,30990001,0.38382
9_30995001,9,30995001,0.250749
9_31000001,9,31000001,-0.105263
9_31005001,9,31005001,0.0955077
9_31010001,9,31010001,0.278435
9_31015001,9,31015001,0.25532
9_31020001,9,31020001,0.277791
9_31025001,9,31025001,0.612158
9_31030001,9,31030001,0.504383
9_31035001,9,31035001,0.612158
9_31040001,9,31040001,0.612158
9_31045001,9,31045001,0.612158
9_31060001,9,31060001,-0.050821
9_31065001,9,31065001,0.446413
9_31070001,9,31070001,0.612158
9_31075001,9,31075001,0.612158
9_31080001,9,31080001,0.612158
9_31085001,9,31085001,0.193016
9_31090001,9,31090001,0.185032
9_31095001,9,31095001,-0.00345284
9_31100001,9,31100001,-0.0416784
9_31110001,9,31110001,-0.050821
9_31115001,9,31115001,-0.050821
9_31125001,9,31125001,-0.050821
9_31135001,9,31135001,0.0342638
9_31140001,9,31140001,-0.0349754
9_31145001,9,31145001,-0.050821
9_31150001,9,31150001,-0.0199851
9_31155001,9,31155001,-0.050821
9_31165001,9,31165001,0.0416104
9_31170001,9,31170001,-0.050821
9_31175001,9,31175001,0.123089
9_31180001,9,31180001,0.0715863
9_31185001,9,31185001,-0.0197419
9_31190001,9,31190001,-0.00566463
9_31195001,9,31195001,-0.0176891
9_31200001,9,31200001,0.118848
9_31205001,9,31205001,0.138758
9_31210001,9,31210001,0.136228
9_31215001,9,31215001,0.189479
9_31220001,9,31220001,0.158944
9_31225001,9,31225001,-0.0325359
9_31230001,9,31230001,0.0990651
9_31235001,9,31235001,0.612158
9_31240001,9,31240001,-0.050821
9_31245001,9,31245001,0.0264722
9_31250001,9,31250001,-0.00583904
9_31255001,9,31255001,0.00915493
9_31260001,9,31260001,0.375585
9_31265001,9,31265001,0.17078
9_31270001,9,31270001,-0.050821
9_31275001,9,31275001,-0.050821
9_31280001,9,31280001,-0.050821
9_31285001,9,31285001,-0.0689684
9_31300001,9,31300001,-0.0282637
9_31305001,9,31305001,-0.00570636
9_31310001,9,31310001,-0.050821
9_31315001,9,31315001,0.241424
9_31320001,9,31320001,0.235707
9_31330001,9,31330001,0.0644474
9_31335001,9,31335001,0.116231
9_31340001,9,31340001,0.240208
9_31345001,9,31345001,-0.00456714
9_31350001,9,31350001,0.0448922
9_31355001,9,31355001,0.14927
9_31360001,9,31360001,0.242729
9_31365001,9,31365001,0.187647
9_31370001,9,31370001,0.418942
9_31375001,9,31375001,0.279739
9_31380001,9,31380001,0.140244
9_31385001,9,31385001,0.259016
9_31390001,9,31390001,-0.0565748
9_31395001,9,31395001,-0.0551364
9_31400001,9,31400001,-0.0565748
9_31405001,9,31405001,-0.0565748
9_31410001,9,31410001,-0.00674661
9_31415001,9,31415001,-0.0524081
9_31420001,9,31420001,-0.0565748
9_31425001,9,31425001,-0.0565748
9_31430001,9,31430001,-0.0565748
9_31435001,9,31435001,-0.0565748
9_31440001,9,31440001,-0.0565748
9_31445001,9,31445001,-0.0565748
9_31450001,9,31450001,-0.0551364
9_31455001,9,31455001,-0.0593199
9_31460001,9,31460001,-0.0641153
9_31465001,9,31465001,-0.0651858
9_31470001,9,31470001,0.164782
9_31475001,9,31475001,0.19188
9_31480001,9,31480001,0.107653
9_31485001,9,31485001,0.0563629
9_31495001,9,31495001,-0.050821
9_31500001,9,31500001,-0.050821
9_31505001,9,31505001,-0.050821
9_31510001,9,31510001,0.324672
9_31515001,9,31515001,-0.050821
9_31520001,9,31520001,0.512419
9_31525001,9,31525001,0.0651188
9_31530001,9,31530001,0.0651188
9_31535001,9,31535001,-0.050821
9_31540001,9,31540001,-0.050821
9_31550001,9,31550001,-0.050821
9_31555001,9,31555001,-0.0161306
9_31560001,9,31560001,0.195344
9_31565001,9,31565001,0.181058
9_31570001,9,31570001,0.181058
9_31575001,9,31575001,0.0717809
9_31580001,9,31580001,-0.050821
9_31585001,9,31585001,0.103765
9_31590001,9,31590001,0.111187
9_31595001,9,31595001,-0.050821
9_31600001,9,31600001,-0.00456714
9_31605001,9,31605001,-0.050821
9_31615001,9,31615001,-0.050821
9_31625001,9,31625001,-0.050821
9_31630001,9,31630001,-0.00456714
9_31635001,9,31635001,-0.00456714
9_31640001,9,31640001,-0.027694
9_31645001,9,31645001,-0.050821
9_31655001,9,31655001,-0.050821
9_31660001,9,31660001,-0.050821
9_31670001,9,31670001,-0.050821
9_31675001,9,31675001,0.0969959
9_31680001,9,31680001,0.43811
9_31685001,9,31685001,0.43811
9_31690001,9,31690001,-0.0611759
9_31695001,9,31695001,-0.0611759
9_31705001,9,31705001,-0.050821
9_31710001,9,31710001,-0.0465751
9_31715001,9,31715001,-0.0274498
9_31720001,9,31720001,-0.004009
9_31725001,9,31725001,0.000581599
9_31730001,9,31730001,-0.0225801
9_31735001,9,31735001,-0.00456714
9_31740001,9,31740001,-0.050821
9_31750001,9,31750001,-0.050821
9_31755001,9,31755001,-0.050821
9_31760001,9,31760001,-0.050821
9_31770001,9,31770001,0.181058
9_31775001,9,31775001,-0.050821
9_31785001,9,31785001,0.0651188
9_31795001,9,31795001,-0.050821
9_31805001,9,31805001,-0.050821
9_31810001,9,31810001,0.0241636
9_31815001,9,31815001,-0.0322311
9_31820001,9,31820001,-0.050821
9_31825001,9,31825001,-0.050821
9_31830001,9,31830001,-0.050821
9_31840001,9,31840001,0.103765
9_31845001,9,31845001,0.152071
9_31850001,9,31850001,0.110018
9_31860001,9,31860001,-0.050821
9_31865001,9,31865001,-0.050821
9_31870001,9,31870001,0.123089
9_31875001,9,31875001,0.181058
9_31880001,9,31880001,0.00714891
9_31885001,9,31885001,0.0470292
9_31890001,9,31890001,-0.050821
9_31895001,9,31895001,0.0446883
9_31900001,9,31900001,0.235707
9_31905001,9,31905001,-0.050821
9_31915001,9,31915001,-0.050821
9_31920001,9,31920001,-0.050821
9_31940001,9,31940001,-0.050821
9_31945001,9,31945001,-0.050821
9_31950001,9,31950001,-0.050821
9_31965001,9,31965001,-0.050821
9_31970001,9,31970001,-0.050821
9_31975001,9,31975001,-0.0131973
9_31980001,9,31980001,0.158249
9_31985001,9,31985001,-0.050821
9_31990001,9,31990001,-0.050821
9_31995001,9,31995001,-0.050821
9_32010001,9,32010001,-0.050821
9_32015001,9,32015001,0.181058
9_32020001,9,32020001,0.728412
9_32025001,9,32025001,0.489736
9_32030001,9,32030001,-0.050821
9_32035001,9,32035001,-0.050821
9_32040001,9,32040001,-0.050821
9_32045001,9,32045001,-0.050821
9_32050001,9,32050001,-0.050821
9_32055001,9,32055001,-0.01952
9_32060001,9,32060001,-0.050821
9_32070001,9,32070001,-0.0126877
9_32075001,9,32075001,-0.00755227
9_32080001,9,32080001,0.00922871
9_32085001,9,32085001,-0.0619799
9_32090001,9,32090001,0.0188342
9_32095001,9,32095001,0.111975
9_32100001,9,32100001,0.0704134
9_32105001,9,32105001,0.0437042
9_32110001,9,32110001,-0.050821
9_32115001,9,32115001,-0.050821
9_32120001,9,32120001,0.00637894
9_32125001,9,32125001,0.0635788
9_32130001,9,32130001,0.0635788
9_32135001,9,32135001,-0.050821
9_32145001,9,32145001,-0.050821
9_32150001,9,32150001,-0.050821
9_32160001,9,32160001,-0.050821
9_32165001,9,32165001,-0.050821
